Points_0,Points_1,Points_2,Points_Magnitude,qem,qin,qr
0.902,0,0.05,0.903385,-3544.01,19871.2,16327.2
0.903,0,0.05,0.904383,-3544.01,19821.8,16277.8
0.904,0,0.05,0.905382,-3544.01,19772.4,16228.4
0.905,0,0.05,0.90638,-3544.01,19723,16179
0.906,0,0.05,0.907379,-3544.01,19673.6,16129.6
0.907,0,0.05,0.908377,-3544.01,19624.2,16080.2
0.908,0,0.05,0.909376,-3544.01,19574.8,16030.8
0.909,0,0.05,0.910374,-3544.01,19525.4,15981.4
0.91,0,0.05,0.911373,-3544.01,19476,15932
0.911,0,0.05,0.912371,-3544.01,19426.6,15882.6
0.912,0,0.05,0.91337,-3544.01,19377.2,15833.2
0.913,0,0.05,0.914368,-3544.01,19327.8,15783.8
0.914,0,0.05,0.915367,-3544.01,19278.4,15734.4
0.915,0,0.05,0.916365,-3544.01,19229,15685
0.916,0,0.05,0.917364,-3544.01,19179.6,15635.6
0.917,0,0.05,0.918362,-3544.01,19130.2,15586.2
0.918,0,0.05,0.919361,-3544.01,19080.8,15536.8
0.919,0,0.05,0.920359,-3544.01,19031.4,15487.4
0.92,0,0.05,0.921358,-3544.01,18982,15438
0.921,0,0.05,0.922356,-3544.01,18932.6,15388.6
0.922,0,0.05,0.923355,-3544.01,18883.2,15339.2
0.923,0,0.05,0.924353,-3544.01,18833.8,15289.8
0.924,0,0.05,0.925352,-3544.01,18784.4,15240.4
0.925,0,0.05,0.92635,-3544.01,18735,15191
0.926,0,0.05,0.927349,-3544.01,18685.6,15141.6
0.927,0,0.05,0.928347,-3544.01,18636.2,15092.2
0.928,0,0.05,0.929346,-3544.01,18586.8,15042.8
0.929,0,0.05,0.930345,-3544.01,18537.4,14993.4
0.93,0,0.05,0.931343,-3544.01,18488,14944
0.931,0,0.05,0.932342,-3544.01,18438.6,14894.6
0.932,0,0.05,0.93334,-3544.01,18389.2,14845.2
0.933,0,0.05,0.934339,-3544.01,18339.8,14795.8
0.934,0,0.05,0.935337,-3544.01,18290.4,14746.4
0.935,0,0.05,0.936336,-3544.01,18241,14697
0.936,0,0.05,0.937334,-3544.01,18191.6,14647.6
0.937,0,0.05,0.938333,-3544.01,18142.2,14598.2
0.938,0,0.05,0.939332,-3544.01,18092.8,14548.8
0.939,0,0.05,0.94033,-3544.01,18043.4,14499.4
0.94,0,0.05,0.941329,-3544.01,17994,14450
0.941,0,0.05,0.942327,-3544.01,17944.6,14400.6
0.942,0,0.05,0.943326,-3544.01,17895.2,14351.2
0.943,0,0.05,0.944325,-3544.01,17845.8,14301.8
0.944,0,0.05,0.945323,-3544.01,17796.4,14252.4
0.945,0,0.05,0.946322,-3544.01,17747,14203
0.946,0,0.05,0.94732,-3544.01,17697.6,14153.6
0.947,0,0.05,0.948319,-3544.01,17648.2,14104.2
0.948,0,0.05,0.949318,-3544.01,17598.8,14054.8
0.949,0,0.05,0.950316,-3544.01,17549.4,14005.4
0.95,0,0.05,0.951315,-3544.01,17500,13956
0.951,0,0.05,0.952313,-3544.01,17469.3,13925.3
0.952,0,0.05,0.953312,-3544.01,17438.6,13894.6
0.953,0,0.05,0.954311,-3544.01,17407.9,13863.9
0.954,0,0.05,0.955309,-3544.01,17377.2,13833.2
0.955,0,0.05,0.956308,-3544.01,17346.4,13802.4
0.956,0,0.05,0.957307,-3544.01,17315.7,13771.7
0.957,0,0.05,0.958305,-3544.01,17285,13741
0.958,0,0.05,0.959304,-3544.01,17254.3,13710.3
0.959,0,0.05,0.960303,-3544.01,17223.6,13679.6
0.96,0,0.05,0.961301,-3544.01,17192.9,13648.9
0.961,0,0.05,0.9623,-3544.01,17162.2,13618.2
0.962,0,0.05,0.963298,-3544.01,17131.5,13587.5
0.963,0,0.05,0.964297,-3544.01,17100.7,13556.7
0.964,0,0.05,0.965296,-3544.01,17070,13526
0.965,0,0.05,0.966294,-3544.01,17039.3,13495.3
0.966,0,0.05,0.967293,-3544.01,17008.6,13464.6
0.967,0,0.05,0.968292,-3544.01,16977.9,13433.9
0.968,0,0.05,0.96929,-3544.01,16947.2,13403.2
0.969,0,0.05,0.970289,-3544.01,16916.5,13372.5
0.97,0,0.05,0.971288,-3544.01,16885.8,13341.8
0.971,0,0.05,0.972287,-3544.01,16855,13311
0.972,0,0.05,0.973285,-3544.01,16824.3,13280.3
0.973,0,0.05,0.974284,-3544.01,16793.6,13249.6
0.974,0,0.05,0.975282,-3544.01,16762.9,13218.9
0.975,0,0.05,0.976281,-3544.01,16732.2,13188.2
0.976,0,0.05,0.97728,-3544.01,16701.5,13157.5
0.977,0,0.05,0.978279,-3544.01,16670.8,13126.8
0.978,0,0.05,0.979277,-3544.01,16640.1,13096.1
0.979,0,0.05,0.980276,-3544.01,16609.4,13065.4
0.98,0,0.05,0.981275,-3544.01,16578.6,13034.6
0.981,0,0.05,0.982273,-3544.01,16547.9,13003.9
0.982,0,0.05,0.983272,-3544.01,16517.2,12973.2
0.983,0,0.05,0.984271,-3544.01,16486.5,12942.5
0.984,0,0.05,0.98527,-3544.01,16455.8,12911.8
0.985,0,0.05,0.986268,-3544.01,16425.1,12881.1
0.986,0,0.05,0.987267,-3544.01,16394.4,12850.4
0.987,0,0.05,0.988266,-3544.01,16363.7,12819.7
0.988,0,0.05,0.989264,-3544.01,16332.9,12788.9
0.989,0,0.05,0.990263,-3544.01,16302.2,12758.2
0.99,0,0.05,0.991262,-3544.01,16271.5,12727.5
0.991,0,0.05,0.992261,-3544.01,16240.8,12696.8
0.992,0,0.05,0.993259,-3544.01,16210.1,12666.1
0.993,0,0.05,0.994258,-3544.01,16179.4,12635.4
0.994,0,0.05,0.995257,-3544.01,16148.7,12604.7
0.995,0,0.05,0.996255,-3544.01,16118,12574
0.996,0,0.05,0.997254,-3544.01,16087.2,12543.2
0.997,0,0.05,0.998253,-3544.01,16056.5,12512.5
0.998,0,0.05,0.999252,-3544.01,16025.8,12481.8
0.999,0,0.05,1.00025,-3544.01,15995.1,12451.1
1,0,0.05,1.00125,0,17408.4,17408.4
