Points_0,Points_1,Points_2,qr
0,0.939,0.05,6005.35
0,0.94,0.05,5986.28
0,0.941,0.05,5967.21
0,0.942,0.05,5948.15
0,0.943,0.05,5929.08
0,0.944,0.05,5910.01
0,0.945,0.05,5890.95
0,0.946,0.05,5871.88
0,0.947,0.05,5852.81
0,0.948,0.05,5833.75
0,0.949,0.05,5814.68
0,0.95,0.05,5795.61
0,0.951,0.05,5776.55
0,0.952,0.05,5757.48
0,0.953,0.05,5738.41
0,0.954,0.05,5719.35
0,0.955,0.05,5700.28
0,0.956,0.05,5681.21
0,0.957,0.05,5662.15
0,0.958,0.05,5643.08
0,0.959,0.05,5624.01
0,0.96,0.05,5604.95
0,0.961,0.05,5585.88
0,0.962,0.05,5566.81
0,0.963,0.05,5547.75
0,0.964,0.05,5528.68
0,0.965,0.05,5509.61
0,0.966,0.05,5490.54
0,0.967,0.05,5474.02
0,0.968,0.05,5462.56
0,0.969,0.05,5451.11
0,0.97,0.05,5439.66
0,0.971,0.05,5428.21
0,0.972,0.05,5416.76
0,0.973,0.05,5405.3
0,0.974,0.05,5393.85
0,0.975,0.05,5382.4
0,0.976,0.05,5370.95
0,0.977,0.05,5359.49
0,0.978,0.05,5348.04
0,0.979,0.05,5336.59
0,0.98,0.05,5325.14
0,0.981,0.05,5313.68
0,0.982,0.05,5302.23
0,0.983,0.05,5290.78
0,0.984,0.05,5279.33
0,0.985,0.05,5267.88
0,0.986,0.05,5256.42
0,0.987,0.05,5244.97
0,0.988,0.05,5233.52
0,0.989,0.05,5222.07
0,0.99,0.05,5210.61
0,0.991,0.05,5199.16
0,0.992,0.05,5187.71
0,0.993,0.05,5176.26
0,0.994,0.05,5164.8
0,0.995,0.05,5153.35
0,0.996,0.05,5141.9
0,0.997,0.05,5130.45
0,0.998,0.05,5118.99
0,0.999,0.05,5107.54
0,1,0.05,8903.32
